epoch,loss,val_loss
8,0.512122803504541,0.9636679887771606
9,0.5113759656056032,0.9636561771233877
10,0.5142790787881618,0.9636195401350657
11,0.5115277568520223,0.9636000990867615
12,0.5103146462399211,0.9635945359865824
13,0.5099310289118187,0.9635899166266123
14,0.5097004588822381,0.9635867575804392
15,0.5097634612340354,0.9635836084683737
16,0.509901891744104,0.9635880887508392
17,0.5097026006551459,0.9635820388793945
18,0.5092530148009442,0.9635811746120453
19,0.5093024727429036,0.963581403096517
20,0.5091940794703299,0.9635806878407797
21,0.5092644152448613,0.963584711154302
22,0.5117476688370712,0.9635810156663259
23,0.5095515428173885,0.9635834197203318
24,0.5092093223451033,0.9635817011197408
25,0.5089051354333531,0.963580479224523
26,0.50890624005036,0.9635800123214722
27,0.5089408858833406,0.9635800123214722
28,0.5088518806717459,0.9635798831780752
29,0.5088730758949611,0.9635802805423737
30,0.5087990921912589,0.9635799129803976
31,0.5088140606137647,0.9635798235734304
32,0.5087716782833701,0.96357990304629
33,0.5089406436859831,0.9635797639687856
34,0.5089498139584336,0.9635803798834482
35,0.5088460109498654,0.9635798434416453
36,0.5089167866956543,0.9635844031969706
37,0.5087305132025929,0.9635798434416453
38,0.5086074635233868,0.9635797242323557
39,0.5086458577739855,0.9635796745618185
40,0.5085960221303804,0.9635797043641409
41,0.5088997954633275,0.96357990304629
42,0.5086333690261519,0.9635797341664633
43,0.5084395677974524,0.9635796447594961
44,0.5084411851743966,0.9635796348253886
45,0.5084682771813351,0.9635798335075378
46,0.5084434546800833,0.963579793771108
47,0.5082839594845584,0.9635796745618185
48,0.5082814868624523,0.9635796546936035
49,0.5082786689556481,0.9635796646277109
50,0.5082144156716626,0.9635797142982483
51,0.5082974930268687,0.9635796348253886
52,0.508191521288953,0.9635796447594961
53,0.5082917291037046,0.9635796149571737
54,0.508160788341696,0.9635796248912811
55,0.5081801443381198,0.9635796149571737
56,0.5081263876117363,0.9635796348253886
57,0.508304664819514,0.9635796348253886
58,0.5083003086777328,0.9635797540346781
59,0.5081027648427423,0.9635796546936035
60,0.5082085647658017,0.9635796348253886
61,0.5080910786558446,0.9635796149571737
62,0.5081869109393714,0.9635796050230662
63,0.508193571862255,0.9635796149571737
64,0.5081165986091553,0.9635796149571737
65,0.5082472877536045,0.9635796050230662
66,0.5080705453913873,0.9635796050230662
67,0.5080762212038845,0.9635796348253886
68,0.508034937218228,0.9635796050230662
69,0.5081327221225759,0.9635796546936035
70,0.5081566182150807,0.9635796149571737
71,0.5080558834526675,0.9635796248912811
72,0.508128749882343,0.9635796050230662
73,0.507961349535853,0.9635796050230662
74,0.5080774233950226,0.9635796348253886
75,0.5081211358727258,0.9635796745618185
76,0.5082230793211509,0.9635796248912811
77,0.508018777701796,0.9635796348253886
78,0.5081091218760136,0.9635796050230662
79,0.5079846553759322,0.9635796050230662
80,0.5080291750507329,0.9635796050230662
81,0.5081371321158823,0.9635796050230662
82,0.508209973152859,0.9635796050230662
83,0.5080209515392592,0.9635796050230662
84,0.5079662997772716,0.9635796050230662
85,0.5079271182456413,0.9635796050230662
86,0.5079486302825358,0.9635796050230662
87,0.5078411913214164,0.9635796050230662
88,0.5080198719208695,0.9635796050230662
89,0.508029966650537,0.9635796050230662
90,0.5080423009986171,0.9635796050230662
91,0.5080013219235666,0.9635796050230662
92,0.5078456407614254,0.9635796050230662
93,0.5078433602883141,0.9635796050230662
94,0.5079101516099842,0.9635796050230662
95,0.5080575298768079,0.9635796050230662
96,0.5079455238985641,0.9635796050230662
97,0.5078332078245129,0.9635796050230662
98,0.5078765450154016,0.9635796050230662
99,0.5080790508206544,0.9635796050230662
100,0.507897113065229,0.9635796050230662
101,0.507851171851586,0.9635796050230662
102,0.5078653722137805,0.9635796050230662
103,0.5079090523610609,0.9635796050230662
104,0.507874026515433,0.9635796050230662
105,0.5079341918510083,0.9635796050230662
106,0.507885045221711,0.9635796050230662
107,0.5077859509674946,0.9635796050230662
108,0.5079639801178191,0.9635796050230662
109,0.5080160385649022,0.9635796050230662
110,0.5079481886527533,0.9635796050230662
111,0.5078403569641523,0.9635796050230662
112,0.5078958048008546,0.9635796050230662
113,0.5078420268715441,0.9635796050230662
114,0.5077618700617332,0.9635796050230662
115,0.5077913362042021,0.9635796050230662
116,0.5077842162950342,0.9635796050230662
117,0.5078812464827835,0.9635796050230662
118,0.507932291200976,0.9635796050230662
119,0.5077790164764706,0.9635796050230662
120,0.5078074592425224,0.9635796050230662
121,0.5078322000634806,0.9635796050230662
122,0.5078297879057622,0.9635796050230662
123,0.5077627885290673,0.9635796050230662
124,0.507834819891188,0.9635796050230662
125,0.5078208723846458,0.9635796050230662
126,0.5079009921865765,0.9635796050230662
127,0.5078619940645326,0.9635796050230662
128,0.5077487282679932,0.9635796050230662
129,0.5077519636118243,0.9635796050230662
130,0.5078441862605285,0.9635796050230662
131,0.5078341417491272,0.9635796050230662
132,0.50780410402316,0.9635796050230662
133,0.5077231378189124,0.9635796050230662
134,0.5078379402214007,0.9635796050230662
135,0.5077874591657452,0.9635796050230662
136,0.5077678433012192,0.9635796050230662
137,0.5077245219711315,0.9635796050230662
138,0.5078799748522658,0.9635796050230662
139,0.5079016565758974,0.9635796050230662
140,0.5077301108103711,0.9635796050230662
141,0.5076857875054073,0.9635796050230662
142,0.5076925891578965,0.9635796050230662
143,0.5077928028335303,0.9635796050230662
144,0.5077403341844754,0.9635796050230662
145,0.5078155247894166,0.9635796050230662
146,0.5077171407512553,0.9635796050230662
147,0.5077308819320908,0.9635796050230662
148,0.5077101209340932,0.9635796050230662
149,0.5077741678986648,0.9635796050230662
